Transaction_ID,Transaction_Date,Amount,Transaction_Type
111669149696,2024-01-05T14:32:16.662+03:00,227.16,Deposit
111669149697,2024-01-02T04:46:24.081+03:00,954.72,Deposit
111669149698,2024-01-11T22:25:10.983+03:00,600.99,Deposit
111669149699,2024-01-23T11:47:16.315+03:00,866.7,Withdrawal
111669149700,2024-02-17T01:18:04.306+03:00,455.38,Deposit
111669149701,2024-01-16T01:38:32.959+03:00,571.85,Deposit
111669149702,2024-02-05T04:18:39.044+03:00,565.48,Withdrawal
111669149703,2024-04-08T04:08:31.437+03:00,763.44,Deposit
111669149704,2024-02-07T23:10:35.017+03:00,946.02,Transfer
111669149705,2024-01-13T07:24:08.049+03:00,704.92,Transfer
111669149706,2024-01-23T03:47:50.611+03:00,714.33,Withdrawal
111669149707,2024-04-24T16:32:31.634+03:00,454.09,Deposit
111669149708,2024-04-21T04:22:20.941+03:00,442.45,Withdrawal
111669149709,2024-04-09T00:08:50.652+03:00,381.21,Transfer
111669149710,2024-01-04T06:08:14.279+03:00,744.7,Transfer
111669149711,2024-03-24T12:57:37.748+03:00,52.88,Transfer
111669149712,2024-01-17T14:31:51.262+03:00,651.49,Deposit
111669149713,2024-03-08T21:18:14.323+03:00,406.88,Withdrawal
111669149714,2024-04-09T11:19:27.368+03:00,494.93,Transfer
111669149715,2024-02-25T04:30:11.673+03:00,790.88,Transfer
111669149716,2024-01-29T19:04:27.567+03:00,38.46,Deposit
111669149717,2024-03-20T19:18:46.592+03:00,202.92,Withdrawal
111669149718,2024-02-20T01:25:43.781+03:00,526.82,Transfer
111669149719,2024-01-18T09:32:49.884+03:00,433.88,Withdrawal
111669149720,2024-01-07T17:43:07.366+03:00,373.84,Withdrawal
111669149721,2024-01-12T12:07:02.516+03:00,863.83,Transfer
111669149722,2024-04-19T15:17:26.681+03:00,503.23,Transfer
111669149723,2024-04-16T22:24:33.523+03:00,426.62,Transfer
111669149724,2024-04-24T14:49:51.610+03:00,234.33,Deposit
111669149725,2024-01-13T02:02:57.705+03:00,946.24,Deposit
111669149726,2024-03-05T06:49:30.523+03:00,509.32,Deposit
111669149727,2024-02-28T07:13:08.925+03:00,257.68,Withdrawal
111669149728,2024-04-07T10:43:12.694+03:00,722.5,Transfer
111669149729,2024-03-05T03:09:32.534+03:00,743.69,Transfer
111669149730,2024-04-17T15:56:56.949+03:00,591.25,Withdrawal
111669149731,2024-01-07T11:52:55.027+03:00,876.36,Transfer
111669149732,2024-01-31T05:20:39.495+03:00,436.79,Transfer
111669149733,2024-02-09T17:28:02.633+03:00,847.2,Deposit
111669149734,2024-03-27T00:53:56.931+03:00,136.44,Deposit
111669149735,2024-01-05T20:36:22.958+03:00,493.96,Deposit
111669149736,2024-04-27T09:19:11.108+03:00,559.11,Deposit
111669149737,2024-01-14T09:15:13.767+03:00,19.02,Transfer
