Transaction_ID,Transaction_Date,Amount,Transaction_Type
60129542144,2024-03-04T05:05:56.784+03:00,235.52,Transfer
60129542145,2024-02-08T08:05:02.312+03:00,418.21,Transfer
60129542146,2024-02-26T19:29:58.782+03:00,600.08,Deposit
60129542147,2024-04-27T15:32:10.465+03:00,813.58,Withdrawal
60129542148,2024-04-21T01:40:15.359+03:00,938.16,Withdrawal
60129542149,2024-01-26T05:27:29.048+03:00,43.1,Transfer
60129542150,2024-03-25T23:57:22.718+03:00,234.71,Withdrawal
60129542151,2024-04-10T18:11:44.387+03:00,877.65,Withdrawal
60129542152,2024-03-22T02:37:04.024+03:00,886.71,Deposit
60129542153,2024-01-08T10:31:05.554+03:00,111.31,Transfer
60129542154,2024-02-02T19:00:24.448+03:00,90.96,Transfer
60129542155,2024-04-05T08:50:46.095+03:00,353.29,Withdrawal
60129542156,2024-02-13T03:56:07.221+03:00,855.28,Deposit
60129542157,2024-03-30T23:08:03.286+03:00,933.17,Withdrawal
60129542158,2024-02-26T14:58:05.781+03:00,665.08,Transfer
60129542159,2024-01-17T11:27:28.298+03:00,416.82,Withdrawal
60129542160,2024-03-21T10:55:17.206+03:00,412.18,Withdrawal
60129542161,2024-02-25T06:05:48.313+03:00,539.33,Deposit
60129542162,2024-01-30T03:59:53.830+03:00,400.01,Transfer
60129542163,2024-04-02T00:23:03.161+03:00,567.83,Withdrawal
60129542164,2024-04-01T01:55:53.173+03:00,226.01,Transfer
60129542165,2024-03-29T12:43:28.921+03:00,10.45,Transfer
60129542166,2024-02-09T09:32:45.866+03:00,321.84,Withdrawal
60129542167,2024-01-30T17:13:23.142+03:00,77.34,Withdrawal
60129542168,2024-01-28T02:07:05.201+03:00,251.51,Transfer
60129542169,2024-01-25T16:47:04.938+03:00,361.62,Withdrawal
60129542170,2024-02-19T12:12:04.475+03:00,364.63,Withdrawal
60129542171,2024-02-03T06:15:02.741+03:00,967.58,Transfer
60129542172,2024-01-09T12:16:38.566+03:00,943.36,Deposit
60129542173,2024-03-16T04:48:45.567+03:00,768.11,Deposit
60129542174,2024-03-12T16:08:41.675+03:00,995.53,Transfer
60129542175,2024-03-21T01:43:09.997+03:00,791.49,Transfer
60129542176,2024-03-28T13:44:14.651+03:00,172.29,Deposit
60129542177,2024-03-25T20:49:14.070+03:00,913.78,Withdrawal
60129542178,2024-01-29T22:08:08.208+03:00,465.26,Transfer
60129542179,2024-02-14T05:51:10.960+03:00,831.12,Transfer
60129542180,2024-01-01T15:04:56.664+03:00,757.86,Deposit
60129542181,2024-04-09T23:06:18.237+03:00,522.48,Deposit
60129542182,2024-02-24T03:59:31.266+03:00,389.32,Withdrawal
60129542183,2024-02-10T09:08:24.108+03:00,686.9,Deposit
60129542184,2024-02-18T12:39:33.847+03:00,183.36,Transfer
60129542185,2024-01-16T01:09:46.582+03:00,202.68,Withdrawal
60129542186,2024-02-29T03:28:11.735+03:00,77.29,Transfer
60129542187,2024-01-01T04:36:32.649+03:00,207.75,Transfer
60129542188,2024-03-10T06:20:51.501+03:00,353.39,Deposit
60129542189,2024-04-06T12:11:41.618+03:00,41.15,Withdrawal
60129542190,2024-03-19T13:56:48.937+03:00,181.14,Deposit
60129542191,2024-04-14T06:00:05.598+03:00,579.02,Deposit
60129542192,2024-01-23T17:29:04.922+03:00,25.97,Deposit
60129542193,2024-02-03T15:05:51.152+03:00,344.85,Deposit
60129542194,2024-04-06T04:40:04.031+03:00,534.6,Withdrawal
60129542195,2024-02-16T16:30:53.770+03:00,598.39,Deposit
60129542196,2024-03-11T20:08:47.291+03:00,544.66,Deposit
60129542197,2024-04-21T13:21:47.591+03:00,774.91,Withdrawal
60129542198,2024-04-18T15:01:13.387+03:00,187.54,Deposit
60129542199,2024-02-21T01:51:50.515+03:00,47.74,Transfer
60129542200,2024-01-19T02:26:28.097+03:00,167.98,Withdrawal
60129542201,2024-03-27T05:41:40.378+03:00,493.07,Withdrawal
60129542202,2024-03-18T21:27:38.653+03:00,775.81,Deposit
