Transaction_ID,Transaction_Date,Amount,Transaction_Type
51539607552,2024-04-15T21:55:20.402+03:00,535.55,Deposit
51539607553,2024-04-14T05:18:53.759+03:00,511.23,Deposit
51539607554,2024-01-25T21:06:07.281+03:00,65.28,Withdrawal
51539607555,2024-02-03T15:19:15.074+03:00,565.19,Transfer
51539607556,2024-03-03T12:35:09.008+03:00,720.39,Withdrawal
51539607557,2024-04-05T09:45:29.339+03:00,439.48,Deposit
51539607558,2024-01-30T04:29:33.451+03:00,645.74,Deposit
51539607559,2024-02-25T23:53:42.657+03:00,59.45,Withdrawal
51539607560,2024-04-05T05:08:48.626+03:00,297.2,Deposit
51539607561,2024-01-07T19:14:33.539+03:00,376.1,Deposit
51539607562,2024-03-24T06:00:16.935+03:00,349.61,Withdrawal
51539607563,2024-01-16T06:09:53.781+03:00,979.86,Transfer
51539607564,2024-01-05T15:19:11.976+03:00,313.54,Transfer
51539607565,2024-02-18T07:22:38.445+03:00,154.24,Transfer
51539607566,2024-03-15T14:34:50.485+03:00,748.18,Transfer
51539607567,2024-01-31T09:52:39.426+03:00,50.55,Transfer
51539607568,2024-02-05T21:18:35.671+03:00,157.72,Transfer
51539607569,2024-02-22T22:36:50.843+03:00,875.47,Transfer
51539607570,2024-04-23T07:03:01.994+03:00,180.03,Withdrawal
51539607571,2024-03-16T06:26:15.826+03:00,129.35,Deposit
51539607572,2024-01-08T02:42:33.199+03:00,704.46,Transfer
51539607573,2024-02-07T14:13:24.036+03:00,95.55,Withdrawal
51539607574,2024-02-09T15:28:42.673+03:00,766.53,Transfer
51539607575,2024-03-10T03:26:42.528+03:00,220.01,Deposit
51539607576,2024-04-13T00:39:32.201+03:00,386.24,Withdrawal
51539607577,2024-03-20T21:45:32.503+03:00,984.72,Transfer
51539607578,2024-03-07T09:17:14.883+03:00,248.33,Deposit
51539607579,2024-01-29T16:03:00.689+03:00,743.46,Deposit
51539607580,2024-03-18T16:40:08.038+03:00,608.47,Withdrawal
51539607581,2024-01-03T11:20:02.479+03:00,426.22,Deposit
51539607582,2024-01-28T23:01:44.407+03:00,188.37,Transfer
51539607583,2024-04-13T02:21:11.831+03:00,424.3,Deposit
51539607584,2024-04-18T17:53:53.226+03:00,82.03,Transfer
51539607585,2024-04-11T21:26:59.935+03:00,970.31,Deposit
51539607586,2024-02-25T10:58:35.560+03:00,670.71,Transfer
