Transaction_ID,Transaction_Date,Amount,Transaction_Type
120259084288,2024-04-02T13:49:08.508+03:00,352.38,Withdrawal
120259084289,2024-03-19T14:07:12.701+03:00,703.37,Deposit
120259084290,2024-02-06T11:55:52.903+03:00,692.78,Deposit
120259084291,2024-03-16T06:48:55.902+03:00,278.56,Deposit
120259084292,2024-02-19T07:10:52.447+03:00,912.06,Withdrawal
120259084293,2024-03-26T06:48:30.833+03:00,772.82,Withdrawal
120259084294,2024-04-26T13:15:21.096+03:00,957.99,Deposit
120259084295,2024-01-27T01:32:35.485+03:00,216.17,Deposit
120259084296,2024-01-26T20:37:11.217+03:00,225.44,Transfer
120259084297,2024-04-12T22:57:17.114+03:00,475.35,Deposit
120259084298,2024-01-19T15:19:41.317+03:00,353.41,Transfer
120259084299,2024-03-09T00:43:53.554+03:00,450.02,Deposit
120259084300,2024-01-08T23:35:07.787+03:00,588.06,Deposit
120259084301,2024-03-28T13:34:30.071+03:00,771.46,Transfer
120259084302,2024-03-15T00:33:53.255+03:00,731.04,Transfer
120259084303,2024-01-08T00:55:59.910+03:00,198.34,Deposit
120259084304,2024-04-20T15:39:16.806+03:00,459.33,Withdrawal
120259084305,2024-01-03T00:25:47.856+03:00,457.67,Deposit
120259084306,2024-04-26T07:45:43.304+03:00,492.5,Withdrawal
120259084307,2024-02-06T23:36:45.079+03:00,607.89,Transfer
120259084308,2024-04-09T20:24:14.181+03:00,680.27,Transfer
120259084309,2024-02-06T08:30:32.718+03:00,867.3,Transfer
120259084310,2024-04-22T19:19:46.088+03:00,530.43,Transfer
120259084311,2024-02-27T23:54:42.740+03:00,385.2,Withdrawal
120259084312,2024-02-27T00:46:42.763+03:00,686.55,Withdrawal
120259084313,2024-03-14T11:27:49.559+03:00,542.33,Deposit
120259084314,2024-01-06T04:11:11.963+03:00,567.08,Transfer
120259084315,2024-04-07T10:49:23.872+03:00,519.23,Withdrawal
120259084316,2024-04-27T11:00:34.671+03:00,805.29,Withdrawal
120259084317,2024-02-03T23:50:39.879+03:00,971.64,Withdrawal
120259084318,2024-04-19T21:04:47.535+03:00,982.63,Withdrawal
120259084319,2024-03-22T14:13:13.377+03:00,258.37,Deposit
120259084320,2024-01-02T01:47:43.939+03:00,421.7,Deposit
120259084321,2024-04-17T05:58:55.663+03:00,700.92,Deposit
120259084322,2024-04-02T00:12:14.387+03:00,355.01,Transfer
120259084323,2024-02-19T03:02:50.464+03:00,931.13,Withdrawal
120259084324,2024-02-11T03:16:27.422+03:00,666.35,Deposit
120259084325,2024-02-27T22:54:40.647+03:00,715.78,Deposit
120259084326,2024-03-30T16:49:28.615+03:00,170.97,Withdrawal
120259084327,2024-04-22T23:23:58.644+03:00,473.05,Transfer
120259084328,2024-04-28T01:16:46.992+03:00,799.35,Deposit
120259084329,2024-02-18T23:33:19.885+03:00,310.98,Deposit
120259084330,2024-01-21T05:29:52.394+03:00,741.67,Withdrawal
120259084331,2024-03-18T17:33:01.304+03:00,86.3,Deposit
120259084332,2024-02-15T15:02:24.402+03:00,267.4,Withdrawal
120259084333,2024-02-23T11:28:09.139+03:00,659.88,Transfer
120259084334,2024-01-16T10:58:04.134+03:00,607.39,Withdrawal
120259084335,2024-04-20T14:30:59.709+03:00,587.41,Deposit
120259084336,2024-01-28T23:45:43.170+03:00,451.13,Transfer
120259084337,2024-02-07T05:04:33.222+03:00,436.24,Withdrawal
120259084338,2024-01-07T13:08:13.955+03:00,961.57,Withdrawal
120259084339,2024-01-01T06:10:09.312+03:00,93.86,Withdrawal
120259084340,2024-01-01T15:42:14.530+03:00,569.83,Withdrawal
120259084341,2024-01-20T08:14:40.058+03:00,480.99,Withdrawal
120259084342,2024-04-18T20:56:54.469+03:00,668.42,Deposit
120259084343,2024-04-10T20:25:10.351+03:00,997.51,Deposit
120259084344,2024-01-15T17:21:20.293+03:00,702.29,Transfer
120259084345,2024-04-14T06:33:59.273+03:00,767.91,Deposit
120259084346,2024-02-28T03:40:32.998+03:00,687.17,Transfer
120259084347,2024-03-31T17:24:00.678+03:00,656.48,Transfer
120259084348,2024-02-11T07:45:36.043+03:00,521.66,Deposit
120259084349,2024-04-05T07:20:10.787+03:00,262.85,Transfer
120259084350,2024-01-03T02:41:39.319+03:00,705.9,Deposit
120259084351,2024-02-03T10:22:04.255+03:00,860.14,Deposit
120259084352,2024-01-01T05:21:15.441+03:00,143.79,Transfer
120259084353,2024-04-11T02:57:10.652+03:00,912.16,Deposit
120259084354,2024-01-25T15:36:17.711+03:00,268.49,Transfer
120259084355,2024-04-09T21:49:17.108+03:00,96.73,Deposit
120259084356,2024-02-28T05:38:52.665+03:00,940.07,Deposit
120259084357,2024-01-05T18:12:37.845+03:00,468.3,Deposit
120259084358,2024-04-18T19:30:13.443+03:00,876.58,Deposit
120259084359,2024-04-07T06:24:00.865+03:00,195.75,Withdrawal
120259084360,2024-02-02T16:37:42.450+03:00,400.05,Withdrawal
120259084361,2024-01-12T11:08:02.624+03:00,591.74,Withdrawal
120259084362,2024-01-06T15:15:21.731+03:00,440.5,Deposit
120259084363,2024-03-02T05:09:16.851+03:00,411.75,Deposit
120259084364,2024-04-18T22:52:45.393+03:00,525.73,Deposit
120259084365,2024-04-14T09:54:15.135+03:00,477.35,Withdrawal
120259084366,2024-04-25T13:06:50.735+03:00,82.5,Deposit
120259084367,2024-02-10T02:45:11.403+03:00,708.41,Transfer
120259084368,2024-03-24T22:22:30.592+03:00,337.26,Transfer
120259084369,2024-03-09T20:10:57.761+03:00,103.15,Transfer
120259084370,2024-01-20T22:18:43.093+03:00,358.42,Transfer
120259084371,2024-03-01T10:06:54.447+03:00,445.57,Transfer
120259084372,2024-02-11T06:22:00.751+03:00,970.28,Transfer
120259084373,2024-01-26T03:49:59.837+03:00,582.93,Withdrawal
120259084374,2024-01-08T11:35:08.080+03:00,179.04,Transfer
120259084375,2024-04-17T08:54:44.941+03:00,228.28,Withdrawal
120259084376,2024-03-04T16:47:41.694+03:00,144.05,Transfer
120259084377,2024-04-27T14:39:02.777+03:00,788.14,Deposit
120259084378,2024-03-15T12:43:18.683+03:00,55.23,Withdrawal
120259084379,2024-01-10T20:22:31.989+03:00,353.61,Withdrawal
120259084380,2024-02-27T10:30:06.890+03:00,550.53,Transfer
120259084381,2024-04-21T07:35:49.442+03:00,727.55,Deposit
120259084382,2024-01-30T23:50:14.463+03:00,841.45,Deposit
120259084383,2024-01-29T09:09:00.302+03:00,797.75,Deposit
120259084384,2024-03-20T00:47:37.798+03:00,634.4,Withdrawal
120259084385,2024-02-18T02:29:09.556+03:00,963.76,Withdrawal
120259084386,2024-01-08T21:29:55.484+03:00,788.89,Deposit
120259084387,2024-02-26T20:17:58.886+03:00,656.49,Transfer
120259084388,2024-02-03T07:25:56.243+03:00,995.58,Withdrawal
