Transaction_ID,Transaction_Date,Amount,Transaction_Type
25769803776,2024-02-11T19:57:20.140+03:00,330.68,Transfer
25769803777,2024-03-28T05:30:54.761+03:00,940.6,Deposit
25769803778,2024-01-25T17:43:08.320+03:00,587.41,Transfer
25769803779,2024-02-12T06:25:01.115+03:00,880.68,Transfer
25769803780,2024-03-28T04:32:07.989+03:00,157.93,Deposit
25769803781,2024-04-01T20:18:54.337+03:00,59.01,Transfer
25769803782,2024-01-06T22:55:11.083+03:00,115.29,Deposit
25769803783,2024-04-25T23:18:34.344+03:00,44.29,Transfer
25769803784,2024-04-17T08:36:25.299+03:00,414.08,Transfer
25769803785,2024-03-19T21:46:47.870+03:00,145.34,Withdrawal
25769803786,2024-03-19T16:14:34.563+03:00,522.31,Deposit
25769803787,2024-01-21T06:52:47.594+03:00,77.59,Deposit
25769803788,2024-02-27T08:10:28.722+03:00,862.31,Deposit
25769803789,2024-03-01T01:13:27.035+03:00,383.23,Deposit
25769803790,2024-03-10T22:16:48.506+03:00,856.61,Withdrawal
25769803791,2024-04-25T10:56:04.602+03:00,844.89,Withdrawal
25769803792,2024-04-18T00:29:31.267+03:00,547.89,Deposit
25769803793,2024-04-18T07:59:53.873+03:00,338.52,Transfer
25769803794,2024-04-15T19:37:34.880+03:00,310.11,Deposit
25769803795,2024-03-19T19:24:32.173+03:00,211.12,Transfer
25769803796,2024-04-26T18:27:06.726+03:00,830.57,Deposit
25769803797,2024-01-27T00:44:25.741+03:00,887.2,Deposit
25769803798,2024-04-25T04:47:03.821+03:00,458.61,Deposit
25769803799,2024-01-24T00:47:31.110+03:00,74.11,Transfer
25769803800,2024-03-02T21:48:16.856+03:00,622.15,Withdrawal
25769803801,2024-01-10T12:03:22.562+03:00,264.07,Withdrawal
25769803802,2024-04-19T10:35:40.718+03:00,984.43,Deposit
25769803803,2024-03-06T06:50:48.748+03:00,385.89,Withdrawal
25769803804,2024-03-26T13:15:12.174+03:00,773.08,Withdrawal
25769803805,2024-04-18T01:56:12.891+03:00,525.07,Withdrawal
25769803806,2024-02-03T23:24:08.289+03:00,737.65,Withdrawal
25769803807,2024-01-25T12:08:57.073+03:00,453.93,Transfer
25769803808,2024-04-08T19:19:59.143+03:00,795.16,Withdrawal
25769803809,2024-02-15T12:08:55.417+03:00,106.68,Transfer
25769803810,2024-01-01T10:32:26.017+03:00,525.78,Withdrawal
25769803811,2024-02-26T14:35:25.092+03:00,680.84,Withdrawal
25769803812,2024-03-18T19:44:39.341+03:00,537.03,Withdrawal
25769803813,2024-02-23T15:18:54.045+03:00,652.37,Withdrawal
25769803814,2024-02-03T05:10:57.951+03:00,282.86,Deposit
25769803815,2024-03-09T05:08:09.419+03:00,201.44,Withdrawal
25769803816,2024-03-02T21:56:46.650+03:00,740.66,Deposit
25769803817,2024-01-19T16:28:21.098+03:00,379.06,Deposit
25769803818,2024-04-08T18:15:20.038+03:00,398.23,Deposit
25769803819,2024-01-14T02:19:26.913+03:00,46.59,Transfer
25769803820,2024-02-07T03:00:00.670+03:00,509.73,Transfer
25769803821,2024-03-29T14:22:50.108+03:00,310.22,Deposit
25769803822,2024-04-22T10:50:11.518+03:00,881.0,Deposit
25769803823,2024-01-29T01:45:20.047+03:00,643.54,Transfer
25769803824,2024-02-01T00:10:42.380+03:00,47.43,Deposit
25769803825,2024-02-08T13:17:12.101+03:00,62.62,Transfer
25769803826,2024-04-04T02:16:59.232+03:00,454.4,Transfer
25769803827,2024-01-03T05:52:49.866+03:00,581.5,Withdrawal
25769803828,2024-03-18T16:31:28.678+03:00,416.21,Deposit
25769803829,2024-04-13T02:52:29.322+03:00,206.98,Withdrawal
25769803830,2024-04-05T14:03:00.252+03:00,484.57,Withdrawal
25769803831,2024-04-21T17:35:19.515+03:00,115.52,Deposit
25769803832,2024-01-22T17:53:51.461+03:00,547.77,Deposit
25769803833,2024-03-29T00:53:56.024+03:00,40.56,Deposit
25769803834,2024-02-17T12:05:00.001+03:00,906.73,Withdrawal
25769803835,2024-01-04T09:40:52.995+03:00,203.42,Transfer
25769803836,2024-02-12T10:15:35.332+03:00,721.35,Transfer
25769803837,2024-04-12T11:07:42.716+03:00,855.38,Deposit
25769803838,2024-03-23T13:43:37.826+03:00,705.27,Deposit
25769803839,2024-03-19T02:28:57.678+03:00,905.88,Withdrawal
25769803840,2024-04-03T08:19:40.832+03:00,481.59,Deposit
25769803841,2024-04-26T11:17:33.633+03:00,449.82,Transfer
25769803842,2024-01-09T19:24:23.269+03:00,851.07,Transfer
25769803843,2024-02-16T10:50:10.816+03:00,891.91,Withdrawal
25769803844,2024-03-01T05:37:58.424+03:00,765.49,Deposit
25769803845,2024-02-09T06:36:26.647+03:00,456.38,Withdrawal
25769803846,2024-01-15T01:19:04.042+03:00,210.28,Withdrawal
25769803847,2024-04-12T12:46:46.971+03:00,866.02,Transfer
25769803848,2024-01-15T04:29:01.166+03:00,196.59,Transfer
25769803849,2024-02-11T21:41:01.032+03:00,188.62,Deposit
25769803850,2024-02-12T22:47:48.872+03:00,567.11,Withdrawal
25769803851,2024-01-06T14:04:40.072+03:00,860.07,Deposit
25769803852,2024-01-07T23:43:43.702+03:00,180.32,Deposit
25769803853,2024-01-21T11:16:17.062+03:00,160.67,Transfer
25769803854,2024-03-23T01:07:38.755+03:00,235.29,Deposit
25769803855,2024-01-22T22:35:27.680+03:00,79.6,Transfer
25769803856,2024-01-29T03:30:43.761+03:00,234.2,Withdrawal
25769803857,2024-01-18T18:28:00.480+03:00,988.33,Withdrawal
25769803858,2024-02-06T07:25:50.333+03:00,844.17,Deposit
25769803859,2024-01-18T04:55:51.458+03:00,845.74,Withdrawal
25769803860,2024-04-04T00:21:05.927+03:00,94.37,Withdrawal
25769803861,2024-04-23T13:36:19.579+03:00,447.74,Deposit
25769803862,2024-03-16T06:26:19.993+03:00,577.38,Transfer
25769803863,2024-01-19T19:58:26.939+03:00,627.6,Withdrawal
25769803864,2024-01-07T05:58:44.558+03:00,350.55,Transfer
25769803865,2024-01-30T03:41:17.175+03:00,846.04,Transfer
25769803866,2024-04-10T10:17:19.890+03:00,183.86,Deposit
25769803867,2024-02-27T07:21:35.549+03:00,152.4,Deposit
25769803868,2024-04-20T02:14:08.751+03:00,932.32,Withdrawal
25769803869,2024-01-15T22:53:42.860+03:00,289.21,Deposit
25769803870,2024-04-15T03:45:44.517+03:00,952.17,Transfer
25769803871,2024-02-06T23:42:52.739+03:00,582.94,Withdrawal
25769803872,2024-03-29T09:22:06.162+03:00,678.77,Transfer
25769803873,2024-04-13T19:57:10.176+03:00,111.29,Deposit
25769803874,2024-03-25T22:38:45.708+03:00,409.76,Deposit
25769803875,2024-01-21T02:19:11.566+03:00,794.53,Withdrawal
25769803876,2024-02-25T08:42:43.817+03:00,873.47,Withdrawal
25769803877,2024-02-22T05:02:13.251+03:00,207.87,Withdrawal
25769803878,2024-01-23T08:29:41.124+03:00,360.38,Deposit
25769803879,2024-04-27T01:53:37.769+03:00,687.45,Withdrawal
25769803880,2024-02-28T16:23:02.323+03:00,337.85,Withdrawal
25769803881,2024-03-02T01:37:41.163+03:00,943.3,Deposit
25769803882,2024-01-26T16:31:13.342+03:00,864.83,Withdrawal
25769803883,2024-01-16T13:23:44.673+03:00,545.41,Withdrawal
25769803884,2024-01-24T03:27:45.105+03:00,836.46,Transfer
25769803885,2024-04-29T07:12:01.831+03:00,27.98,Transfer
25769803886,2024-03-23T08:36:51.601+03:00,425.22,Withdrawal
25769803887,2024-03-23T07:14:32.453+03:00,128.47,Withdrawal
25769803888,2024-03-08T20:02:54.185+03:00,907.52,Transfer
25769803889,2024-03-16T13:48:06.366+03:00,480.8,Deposit
25769803890,2024-02-05T15:06:09.965+03:00,381.41,Transfer
25769803891,2024-02-17T10:19:53.094+03:00,878.94,Deposit
25769803892,2024-02-10T17:09:03.636+03:00,518.32,Withdrawal
25769803893,2024-02-04T00:28:34.130+03:00,808.67,Transfer
25769803894,2024-03-23T11:06:36.574+03:00,941.08,Deposit
25769803895,2024-02-15T14:59:29.726+03:00,631.49,Transfer
25769803896,2024-04-04T03:49:47.644+03:00,86.2,Transfer
25769803897,2024-02-14T23:55:07.123+03:00,948.23,Withdrawal
25769803898,2024-01-15T03:07:42.905+03:00,562.09,Deposit
25769803899,2024-02-19T13:43:40.900+03:00,771.78,Deposit
25769803900,2024-02-29T03:48:33.354+03:00,269.99,Withdrawal
25769803901,2024-03-08T20:48:51.799+03:00,38.25,Deposit
25769803902,2024-01-28T01:36:14.111+03:00,948.04,Deposit
25769803903,2024-02-29T14:49:21.554+03:00,638.6,Deposit
25769803904,2024-03-11T15:09:15.902+03:00,341.87,Transfer
25769803905,2024-03-28T13:41:10.861+03:00,44.15,Withdrawal
25769803906,2024-04-18T01:05:05.798+03:00,506.13,Transfer
25769803907,2024-03-04T00:00:34.006+03:00,966.43,Deposit
25769803908,2024-03-09T09:37:26.674+03:00,155.17,Deposit
25769803909,2024-03-22T05:59:55.518+03:00,28.98,Withdrawal
25769803910,2024-01-14T06:34:02.359+03:00,205.3,Transfer
25769803911,2024-04-12T14:26:13.866+03:00,287.21,Transfer
25769803912,2024-03-28T14:30:50.665+03:00,975.71,Transfer
25769803913,2024-04-08T06:14:31.190+03:00,213.89,Transfer
25769803914,2024-01-31T06:03:29.586+03:00,168.46,Transfer
25769803915,2024-03-03T06:45:19.552+03:00,778.07,Transfer
25769803916,2024-03-03T10:12:36.253+03:00,223.9,Deposit
25769803917,2024-02-27T08:53:30.718+03:00,151.87,Deposit
25769803918,2024-01-09T10:27:49.497+03:00,11.66,Transfer
25769803919,2024-03-18T16:09:11.068+03:00,316.02,Deposit
25769803920,2024-04-27T08:04:46.880+03:00,20.97,Transfer
25769803921,2024-04-06T12:15:05.933+03:00,928.52,Transfer
25769803922,2024-04-13T07:37:59.434+03:00,340.15,Transfer
25769803923,2024-02-29T14:08:25.340+03:00,754.06,Withdrawal
25769803924,2024-04-17T05:09:37.197+03:00,546.94,Deposit
25769803925,2024-01-22T15:20:04.133+03:00,757.01,Deposit
25769803926,2024-01-12T13:38:43.327+03:00,636.65,Withdrawal
25769803927,2024-01-06T05:11:22.463+03:00,771.29,Withdrawal
25769803928,2024-03-18T08:53:08.553+03:00,918.02,Transfer
25769803929,2024-04-07T22:34:42.855+03:00,19.43,Deposit
25769803930,2024-03-27T10:41:04.616+03:00,574.56,Withdrawal
25769803931,2024-01-16T14:54:42.229+03:00,324.44,Withdrawal
25769803932,2024-04-14T04:14:59.658+03:00,644.75,Withdrawal
25769803933,2024-03-03T20:27:29.265+03:00,899.27,Withdrawal
25769803934,2024-01-28T13:06:56.592+03:00,554.29,Deposit
25769803935,2024-03-27T17:07:14.061+03:00,554.97,Deposit
25769803936,2024-02-12T07:53:03.575+03:00,334.36,Withdrawal
25769803937,2024-02-29T18:52:57.238+03:00,961.96,Withdrawal
25769803938,2024-02-05T17:09:20.213+03:00,992.24,Deposit
25769803939,2024-01-29T05:53:15.020+03:00,396.69,Deposit
25769803940,2024-01-30T05:00:57.155+03:00,670.95,Withdrawal
25769803941,2024-04-21T20:27:44.586+03:00,515.6,Transfer
25769803942,2024-03-21T15:38:37.543+03:00,649.68,Deposit
25769803943,2024-01-05T21:45:05.761+03:00,258.99,Transfer
25769803944,2024-01-23T18:54:57.392+03:00,765.97,Withdrawal
25769803945,2024-02-04T15:32:59.416+03:00,578.56,Deposit
