Transaction_ID,Transaction_Date,Amount,Transaction_Type
128849018880,2024-03-11T23:57:04.875+03:00,604.95,Transfer
128849018881,2024-04-12T04:25:35.055+03:00,412.93,Withdrawal
128849018882,2024-04-14T05:34:44.061+03:00,945.36,Deposit
128849018883,2024-03-14T02:17:08.206+03:00,602.55,Withdrawal
128849018884,2024-01-03T12:17:50.407+03:00,567.09,Transfer
128849018885,2024-03-20T08:54:38.257+03:00,985.14,Withdrawal
128849018886,2024-03-01T14:03:43.562+03:00,739.26,Transfer
128849018887,2024-03-07T23:56:12.918+03:00,535.68,Deposit
128849018888,2024-03-10T05:04:07.899+03:00,271.76,Deposit
128849018889,2024-02-20T05:04:42.231+03:00,955.9,Deposit
128849018890,2024-04-27T02:17:48.306+03:00,821.25,Withdrawal
128849018891,2024-02-04T09:03:51.928+03:00,656.96,Withdrawal
128849018892,2024-03-04T08:42:02.757+03:00,163.48,Deposit
128849018893,2024-02-06T12:56:23.973+03:00,377.2,Deposit
128849018894,2024-04-04T21:28:02.196+03:00,884.26,Deposit
128849018895,2024-03-15T10:31:06.670+03:00,710.19,Deposit
128849018896,2024-01-12T16:39:10.174+03:00,739.71,Transfer
128849018897,2024-04-19T05:27:40.480+03:00,433.74,Withdrawal
128849018898,2024-03-03T22:31:22.997+03:00,981.15,Withdrawal
128849018899,2024-02-24T20:15:38.453+03:00,532.95,Withdrawal
128849018900,2024-04-15T07:47:37.695+03:00,190.18,Withdrawal
128849018901,2024-01-07T04:29:12.962+03:00,749.04,Transfer
128849018902,2024-03-01T13:32:53.108+03:00,512.96,Withdrawal
128849018903,2024-02-18T02:21:22.921+03:00,284.02,Transfer
128849018904,2024-04-04T22:13:37.250+03:00,229.99,Withdrawal
128849018905,2024-01-20T07:17:05.372+03:00,978.57,Transfer
128849018906,2024-04-26T19:52:22.045+03:00,289.5,Withdrawal
128849018907,2024-03-11T12:06:23.476+03:00,863.54,Deposit
128849018908,2024-03-12T02:11:12.611+03:00,972.84,Withdrawal
128849018909,2024-03-12T20:27:23.321+03:00,821.75,Deposit
128849018910,2024-04-20T11:00:01.669+03:00,196.25,Withdrawal
128849018911,2024-02-11T11:11:54.785+03:00,560.78,Withdrawal
128849018912,2024-04-20T00:25:44.277+03:00,927.83,Deposit
128849018913,2024-03-18T19:42:28.028+03:00,541.21,Deposit
128849018914,2024-01-13T03:36:19.971+03:00,349.61,Transfer
128849018915,2024-01-26T15:09:03.204+03:00,939.61,Transfer
128849018916,2024-04-23T14:44:47.443+03:00,201.05,Withdrawal
128849018917,2024-01-03T12:19:28.551+03:00,565.52,Deposit
128849018918,2024-02-22T08:25:53.985+03:00,255.03,Deposit
128849018919,2024-01-24T23:12:47.272+03:00,561.94,Transfer
128849018920,2024-03-20T01:43:24.142+03:00,151.69,Withdrawal
128849018921,2024-03-14T00:48:47.399+03:00,936.04,Transfer
128849018922,2024-04-14T08:25:21.300+03:00,399.68,Deposit
128849018923,2024-04-08T03:12:06.166+03:00,713.62,Deposit
128849018924,2024-04-24T21:41:45.459+03:00,445.73,Withdrawal
128849018925,2024-02-25T23:45:02.289+03:00,877.91,Deposit
128849018926,2024-02-21T15:08:11.460+03:00,256.92,Transfer
128849018927,2024-03-17T05:41:41.347+03:00,883.4,Deposit
128849018928,2024-03-26T23:57:26.242+03:00,55.73,Withdrawal
128849018929,2024-04-14T15:16:41.886+03:00,436.2,Withdrawal
128849018930,2024-02-13T01:23:08.777+03:00,639.37,Deposit
128849018931,2024-02-07T07:25:16.203+03:00,278.03,Deposit
128849018932,2024-04-02T03:22:29.937+03:00,409.62,Withdrawal
128849018933,2024-02-21T08:18:32.877+03:00,742.15,Transfer
128849018934,2024-02-20T07:38:16.945+03:00,295.25,Deposit
128849018935,2024-04-20T13:09:15.762+03:00,181.38,Transfer
128849018936,2024-04-12T22:56:00.966+03:00,653.58,Withdrawal
128849018937,2024-04-21T03:26:51.465+03:00,720.0,Transfer
128849018938,2024-02-17T21:56:21.088+03:00,636.97,Deposit
128849018939,2024-01-23T12:59:01.511+03:00,842.13,Withdrawal
128849018940,2024-01-12T07:19:58.781+03:00,275.74,Transfer
128849018941,2024-03-09T03:36:04.507+03:00,93.71,Deposit
128849018942,2024-03-12T18:05:27.924+03:00,438.21,Deposit
128849018943,2024-03-06T17:05:59.775+03:00,886.62,Transfer
128849018944,2024-01-24T23:58:25.508+03:00,472.92,Withdrawal
128849018945,2024-04-15T05:13:28.851+03:00,100.38,Deposit
128849018946,2024-03-22T07:11:56.623+03:00,178.47,Transfer
128849018947,2024-04-07T20:36:32.402+03:00,47.54,Withdrawal
128849018948,2024-01-04T05:35:41.701+03:00,818.96,Withdrawal
128849018949,2024-01-11T07:29:09.944+03:00,721.86,Withdrawal
128849018950,2024-01-27T09:46:28.615+03:00,11.87,Withdrawal
128849018951,2024-01-02T17:29:26.091+03:00,57.13,Withdrawal
128849018952,2024-01-02T04:39:04.673+03:00,211.66,Deposit
128849018953,2024-02-16T23:31:23.555+03:00,300.15,Withdrawal
128849018954,2024-01-10T15:20:00.510+03:00,680.31,Deposit
128849018955,2024-03-06T13:18:40.639+03:00,780.34,Deposit
128849018956,2024-01-28T20:46:02.381+03:00,100.91,Transfer
128849018957,2024-04-04T07:13:46.428+03:00,401.2,Withdrawal
128849018958,2024-04-01T00:29:41.736+03:00,945.91,Withdrawal
128849018959,2024-01-15T18:18:21.873+03:00,399.85,Withdrawal
128849018960,2024-02-05T22:12:57.352+03:00,592.49,Withdrawal
128849018961,2024-02-09T12:58:42.181+03:00,375.75,Transfer
128849018962,2024-03-10T22:39:32.791+03:00,263.83,Deposit
128849018963,2024-01-23T10:01:10.912+03:00,709.92,Deposit
128849018964,2024-01-01T03:25:34.230+03:00,445.32,Deposit
128849018965,2024-01-26T09:02:15.082+03:00,168.87,Withdrawal
128849018966,2024-04-03T18:24:54.228+03:00,661.3,Deposit
128849018967,2024-01-27T17:35:15.768+03:00,876.5,Withdrawal
128849018968,2024-04-27T09:21:53.643+03:00,745.92,Transfer
128849018969,2024-04-14T21:02:49.851+03:00,215.95,Transfer
