Transaction_ID,Transaction_Date,Amount,Transaction_Type
103079215104,2024-01-11T10:36:51.863+03:00,56.82,Deposit
103079215105,2024-01-10T19:21:17.948+03:00,619.37,Withdrawal
103079215106,2024-01-19T12:09:20.232+03:00,774.14,Transfer
103079215107,2024-04-15T06:35:39.170+03:00,65.11,Deposit
103079215108,2024-01-11T23:24:53.815+03:00,560.64,Deposit
103079215109,2024-02-12T14:08:20.099+03:00,256.37,Withdrawal
103079215110,2024-02-13T15:04:54.250+03:00,253.7,Transfer
103079215111,2024-02-07T07:07:41.693+03:00,88.02,Withdrawal
103079215112,2024-02-19T08:49:19.340+03:00,664.24,Withdrawal
103079215113,2024-04-17T14:19:04.337+03:00,81.23,Deposit
103079215114,2024-03-15T01:58:36.964+03:00,584.11,Deposit
103079215115,2024-04-21T20:59:03.942+03:00,951.84,Withdrawal
103079215116,2024-03-12T23:41:20.831+03:00,539.8,Transfer
103079215117,2024-01-22T06:35:16.991+03:00,299.32,Deposit
103079215118,2024-01-04T13:23:11.320+03:00,39.61,Transfer
103079215119,2024-04-13T20:41:20.412+03:00,443.81,Withdrawal
103079215120,2024-02-13T05:14:41.553+03:00,368.59,Deposit
103079215121,2024-04-11T19:56:40.103+03:00,173.86,Transfer
103079215122,2024-03-20T06:15:20.933+03:00,996.2,Deposit
103079215123,2024-01-22T21:45:39.962+03:00,901.6,Withdrawal
103079215124,2024-01-27T18:09:34.694+03:00,551.44,Deposit
103079215125,2024-01-04T12:25:11.402+03:00,583.22,Withdrawal
103079215126,2024-04-18T23:24:48.637+03:00,204.21,Withdrawal
103079215127,2024-02-25T01:59:50.140+03:00,757.99,Deposit
103079215128,2024-02-16T00:48:18.016+03:00,362.46,Withdrawal
103079215129,2024-01-05T15:08:31.239+03:00,272.59,Deposit
103079215130,2024-03-22T19:26:37.531+03:00,148.74,Withdrawal
103079215131,2024-03-13T07:21:50.071+03:00,282.87,Deposit
103079215132,2024-04-03T13:30:06.884+03:00,507.42,Withdrawal
103079215133,2024-02-05T11:30:07.347+03:00,852.83,Deposit
103079215134,2024-02-03T20:56:25.772+03:00,473.11,Deposit
103079215135,2024-01-26T11:33:31.338+03:00,68.88,Transfer
103079215136,2024-03-23T23:53:05.588+03:00,763.47,Deposit
103079215137,2024-01-13T01:52:26.917+03:00,241.04,Withdrawal
103079215138,2024-01-23T20:51:02.759+03:00,660.12,Deposit
103079215139,2024-03-21T22:39:51.961+03:00,688.05,Deposit
103079215140,2024-04-24T13:22:07.372+03:00,626.59,Withdrawal
103079215141,2024-02-29T09:58:25.740+03:00,925.47,Transfer
103079215142,2024-02-02T16:09:00.943+03:00,616.88,Transfer
103079215143,2024-03-31T17:51:38.246+03:00,379.62,Deposit
103079215144,2024-02-24T11:55:42.892+03:00,785.49,Withdrawal
103079215145,2024-03-02T00:44:07.826+03:00,905.06,Withdrawal
103079215146,2024-01-29T12:10:38.870+03:00,872.35,Withdrawal
103079215147,2024-01-30T13:41:56.761+03:00,472.26,Transfer
103079215148,2024-04-27T09:18:27.951+03:00,530.7,Transfer
103079215149,2024-02-19T11:17:37.879+03:00,505.27,Withdrawal
103079215150,2024-03-12T11:37:56.698+03:00,788.78,Withdrawal
103079215151,2024-02-20T10:59:20.608+03:00,738.33,Withdrawal
103079215152,2024-01-22T00:19:34.173+03:00,246.0,Transfer
103079215153,2024-03-20T08:43:30.338+03:00,195.4,Deposit
103079215154,2024-03-13T03:33:57.021+03:00,384.84,Transfer
103079215155,2024-04-14T06:35:11.162+03:00,411.55,Transfer
103079215156,2024-04-14T18:46:53.006+03:00,739.1,Transfer
103079215157,2024-02-27T13:17:08.158+03:00,330.81,Deposit
103079215158,2024-04-02T03:53:15.934+03:00,677.04,Transfer
103079215159,2024-03-29T18:41:57.213+03:00,868.18,Transfer
103079215160,2024-04-06T07:30:23.864+03:00,493.45,Withdrawal
103079215161,2024-02-22T11:13:52.831+03:00,92.23,Deposit
103079215162,2024-02-08T22:09:29.025+03:00,902.59,Transfer
103079215163,2024-02-18T08:38:00.623+03:00,320.81,Transfer
103079215164,2024-03-10T11:23:10.829+03:00,197.28,Transfer
103079215165,2024-04-16T20:12:55.696+03:00,954.15,Withdrawal
103079215166,2024-03-04T15:47:53.073+03:00,974.1,Deposit
103079215167,2024-04-08T02:57:27.073+03:00,367.92,Transfer
103079215168,2024-01-05T04:46:41.731+03:00,639.44,Transfer
103079215169,2024-03-18T23:48:29.514+03:00,570.37,Withdrawal
103079215170,2024-03-26T12:05:43.044+03:00,466.0,Deposit
103079215171,2024-04-14T06:07:47.310+03:00,185.24,Withdrawal
103079215172,2024-03-14T21:54:50.495+03:00,170.6,Withdrawal
103079215173,2024-04-27T13:00:40.765+03:00,465.78,Withdrawal
103079215174,2024-03-17T17:35:19.381+03:00,540.6,Deposit
103079215175,2024-03-04T23:47:36.603+03:00,884.79,Withdrawal
103079215176,2024-01-08T05:46:11.528+03:00,840.73,Transfer
103079215177,2024-01-31T19:49:21.196+03:00,26.57,Transfer
103079215178,2024-04-20T10:21:35.271+03:00,634.26,Withdrawal
103079215179,2024-01-24T09:28:18.393+03:00,777.09,Transfer
103079215180,2024-03-22T08:20:27.596+03:00,365.56,Withdrawal
103079215181,2024-01-22T17:49:37.487+03:00,129.0,Withdrawal
103079215182,2024-03-31T00:17:13.918+03:00,145.17,Deposit
103079215183,2024-01-19T03:32:20.343+03:00,178.59,Deposit
103079215184,2024-02-27T13:52:23.995+03:00,734.01,Transfer
103079215185,2024-04-21T15:34:51.034+03:00,53.93,Deposit
