Transaction_ID,Transaction_Date,Amount,Transaction_Type
68719476736,2024-04-19T00:28:19.950+03:00,387.8,Deposit
68719476737,2024-03-28T21:51:19.025+03:00,915.04,Withdrawal
68719476738,2024-01-23T00:37:26.987+03:00,967.86,Withdrawal
68719476739,2024-01-19T00:35:12.564+03:00,375.17,Transfer
68719476740,2024-04-26T20:12:17.967+03:00,384.3,Transfer
68719476741,2024-03-09T11:14:45.326+03:00,67.37,Withdrawal
68719476742,2024-04-20T15:25:09.898+03:00,796.3,Transfer
68719476743,2024-04-13T04:11:56.862+03:00,478.75,Deposit
68719476744,2024-01-25T16:28:45.245+03:00,947.76,Deposit
68719476745,2024-02-12T08:53:07.827+03:00,915.04,Transfer
68719476746,2024-01-30T06:32:32.373+03:00,374.09,Transfer
68719476747,2024-02-29T14:58:57.014+03:00,32.24,Withdrawal
68719476748,2024-03-20T08:10:03.530+03:00,912.36,Transfer
68719476749,2024-01-21T07:14:01.422+03:00,914.53,Deposit
68719476750,2024-04-17T21:23:29.641+03:00,950.45,Withdrawal
68719476751,2024-03-30T21:29:46.917+03:00,745.63,Deposit
68719476752,2024-02-28T20:26:55.772+03:00,796.74,Transfer
68719476753,2024-04-27T20:41:44.094+03:00,566.55,Transfer
68719476754,2024-02-09T13:28:53.789+03:00,424.92,Withdrawal
68719476755,2024-02-18T10:41:29.368+03:00,45.38,Withdrawal
68719476756,2024-03-27T05:32:19.843+03:00,24.96,Transfer
68719476757,2024-03-02T02:24:33.533+03:00,893.88,Deposit
68719476758,2024-04-09T20:07:56.425+03:00,442.71,Withdrawal
68719476759,2024-03-27T21:31:26.106+03:00,434.82,Transfer
68719476760,2024-04-13T04:21:43.230+03:00,311.1,Deposit
68719476761,2024-03-21T00:55:05.885+03:00,533.46,Deposit
68719476762,2024-04-04T01:12:41.319+03:00,366.74,Deposit
68719476763,2024-03-23T11:06:29.673+03:00,709.97,Withdrawal
68719476764,2024-03-23T16:51:19.445+03:00,576.98,Transfer
68719476765,2024-01-15T09:41:46.783+03:00,84.07,Withdrawal
68719476766,2024-01-09T03:00:06.900+03:00,189.12,Withdrawal
68719476767,2024-01-17T07:33:08.926+03:00,120.81,Deposit
68719476768,2024-02-12T20:47:08.362+03:00,821.11,Withdrawal
68719476769,2024-03-29T05:41:35.649+03:00,621.63,Transfer
68719476770,2024-04-17T23:38:06.555+03:00,907.11,Transfer
68719476771,2024-03-09T22:07:30.097+03:00,685.06,Deposit
68719476772,2024-03-20T18:21:31.617+03:00,345.21,Deposit
68719476773,2024-03-28T05:02:37.967+03:00,594.36,Transfer
68719476774,2024-04-08T07:46:57.416+03:00,476.98,Withdrawal
68719476775,2024-02-29T18:06:24.863+03:00,739.41,Deposit
68719476776,2024-03-12T01:18:21.225+03:00,137.82,Withdrawal
68719476777,2024-02-05T15:26:00.798+03:00,958.01,Deposit
68719476778,2024-03-28T17:43:32.217+03:00,936.02,Deposit
68719476779,2024-03-11T14:45:41.525+03:00,344.87,Withdrawal
68719476780,2024-02-08T23:06:52.511+03:00,124.17,Transfer
68719476781,2024-03-09T13:22:11.298+03:00,249.45,Withdrawal
68719476782,2024-03-11T05:41:33.456+03:00,421.44,Deposit
68719476783,2024-04-23T11:11:53.972+03:00,902.72,Transfer
68719476784,2024-04-12T07:00:11.647+03:00,603.45,Deposit
68719476785,2024-01-02T19:30:49.415+03:00,552.59,Transfer
68719476786,2024-03-05T01:25:23.685+03:00,393.66,Transfer
68719476787,2024-04-03T22:28:33.343+03:00,691.08,Transfer
68719476788,2024-03-30T15:55:25.871+03:00,985.83,Transfer
68719476789,2024-03-11T01:55:08.608+03:00,458.39,Deposit
68719476790,2024-02-05T09:38:03.568+03:00,638.98,Deposit
68719476791,2024-01-08T05:47:17.171+03:00,240.61,Transfer
68719476792,2024-03-28T09:26:43.744+03:00,650.41,Withdrawal
68719476793,2024-01-01T12:03:46.028+03:00,38.86,Transfer
68719476794,2024-04-11T21:29:32.268+03:00,930.85,Transfer
68719476795,2024-03-27T09:22:14.201+03:00,219.02,Withdrawal
68719476796,2024-02-25T10:35:46.328+03:00,705.17,Withdrawal
68719476797,2024-03-23T09:51:20.250+03:00,875.93,Deposit
68719476798,2024-02-03T04:49:52.895+03:00,180.84,Deposit
68719476799,2024-04-22T19:12:24.942+03:00,611.62,Transfer
68719476800,2024-02-11T01:42:08.711+03:00,799.39,Withdrawal
68719476801,2024-04-11T00:12:56.798+03:00,144.29,Withdrawal
68719476802,2024-03-23T09:36:37.753+03:00,239.56,Withdrawal
68719476803,2024-02-07T19:39:14.616+03:00,994.57,Deposit
68719476804,2024-01-04T20:14:45.057+03:00,490.98,Withdrawal
68719476805,2024-04-10T15:58:22.354+03:00,73.68,Deposit
68719476806,2024-02-13T22:19:15.395+03:00,148.03,Deposit
68719476807,2024-01-15T07:55:43.081+03:00,827.25,Deposit
68719476808,2024-04-12T16:46:24.868+03:00,763.46,Transfer
68719476809,2024-03-14T02:02:54.521+03:00,792.66,Withdrawal
68719476810,2024-04-12T09:02:52.817+03:00,895.6,Deposit
68719476811,2024-01-31T09:36:28.841+03:00,420.38,Deposit
68719476812,2024-04-11T19:51:29.756+03:00,803.5,Withdrawal
68719476813,2024-04-03T10:26:40.004+03:00,162.13,Transfer
68719476814,2024-01-09T12:11:36.531+03:00,476.64,Transfer
68719476815,2024-02-06T04:21:30.234+03:00,730.05,Deposit
68719476816,2024-01-29T04:52:01.977+03:00,109.26,Deposit
68719476817,2024-01-16T01:41:25.618+03:00,902.4,Deposit
68719476818,2024-04-28T04:04:26.533+03:00,738.56,Transfer
68719476819,2024-03-17T07:32:42.057+03:00,728.98,Deposit
68719476820,2024-04-23T14:49:43.610+03:00,349.08,Withdrawal
68719476821,2024-02-19T19:24:42.913+03:00,118.01,Transfer
68719476822,2024-02-23T09:26:13.492+03:00,19.45,Withdrawal
68719476823,2024-01-14T09:29:29.213+03:00,582.75,Transfer
68719476824,2024-04-27T04:13:19.818+03:00,569.15,Transfer
68719476825,2024-01-15T15:41:34.727+03:00,331.02,Withdrawal
68719476826,2024-03-27T07:40:02.118+03:00,403.72,Deposit
68719476827,2024-04-18T08:33:41.900+03:00,19.09,Withdrawal
68719476828,2024-03-04T11:38:25.940+03:00,848.46,Withdrawal
68719476829,2024-02-18T00:05:05.333+03:00,692.3,Deposit
68719476830,2024-02-09T02:08:19.676+03:00,157.51,Transfer
68719476831,2024-04-08T13:10:20.105+03:00,722.82,Deposit
68719476832,2024-03-03T04:02:28.692+03:00,883.6,Transfer
68719476833,2024-02-28T05:00:30.823+03:00,924.12,Deposit
68719476834,2024-01-28T04:42:06.386+03:00,755.69,Transfer
68719476835,2024-04-19T17:20:09.631+03:00,198.38,Deposit
68719476836,2024-03-05T04:19:14.322+03:00,431.64,Transfer
68719476837,2024-04-06T10:04:18.045+03:00,15.36,Transfer
68719476838,2024-04-27T14:24:46.513+03:00,584.25,Transfer
68719476839,2024-02-17T11:09:34.619+03:00,382.07,Deposit
68719476840,2024-04-20T16:02:18.970+03:00,287.44,Transfer
68719476841,2024-01-12T16:16:27.094+03:00,351.01,Deposit
68719476842,2024-03-28T16:16:11.698+03:00,908.31,Withdrawal
