Transaction_ID,Transaction_Date,Amount,Transaction_Type
77309411328,2024-01-17T01:04:41.281+03:00,814.19,Deposit
77309411329,2024-04-26T07:40:32.451+03:00,116.12,Deposit
77309411330,2024-01-05T10:59:58.040+03:00,436.39,Transfer
77309411331,2024-02-04T19:47:04.319+03:00,514.88,Transfer
77309411332,2024-01-25T04:40:43.708+03:00,235.45,Deposit
77309411333,2024-04-06T17:17:34.831+03:00,472.97,Withdrawal
77309411334,2024-03-31T04:07:30.294+03:00,381.45,Withdrawal
77309411335,2024-01-06T06:38:34.592+03:00,902.8,Withdrawal
77309411336,2024-04-05T00:25:12.046+03:00,149.85,Deposit
77309411337,2024-04-21T00:04:10.085+03:00,70.72,Withdrawal
77309411338,2024-04-18T17:43:52.860+03:00,690.5,Deposit
77309411339,2024-03-30T03:29:15.128+03:00,796.39,Withdrawal
77309411340,2024-01-05T21:03:52.588+03:00,966.75,Withdrawal
77309411341,2024-02-11T14:56:01.906+03:00,512.7,Withdrawal
77309411342,2024-04-18T08:14:53.831+03:00,432.85,Withdrawal
77309411343,2024-04-06T20:24:11.354+03:00,414.34,Deposit
77309411344,2024-04-11T17:09:28.866+03:00,608.76,Transfer
77309411345,2024-03-03T09:15:14.615+03:00,46.2,Transfer
77309411346,2024-03-03T21:22:48.187+03:00,221.82,Deposit
77309411347,2024-03-01T22:10:04.433+03:00,972.08,Deposit
77309411348,2024-02-07T07:04:55.016+03:00,452.01,Transfer
77309411349,2024-04-25T03:55:50.154+03:00,941.63,Transfer
77309411350,2024-02-22T13:35:16.874+03:00,315.87,Transfer
77309411351,2024-03-01T23:58:09.570+03:00,895.64,Transfer
77309411352,2024-02-27T11:06:54.833+03:00,869.73,Transfer
77309411353,2024-01-23T17:13:00.570+03:00,99.07,Transfer
77309411354,2024-03-01T18:28:25.647+03:00,446.62,Deposit
77309411355,2024-02-01T08:34:32.826+03:00,790.16,Deposit
77309411356,2024-04-28T16:06:26.495+03:00,233.45,Deposit
77309411357,2024-01-17T22:06:03.719+03:00,228.83,Deposit
77309411358,2024-01-08T22:11:16.035+03:00,204.37,Withdrawal
77309411359,2024-01-28T07:53:21.607+03:00,13.46,Transfer
77309411360,2024-03-01T02:27:30.287+03:00,340.48,Transfer
77309411361,2024-02-06T02:40:05.747+03:00,129.08,Transfer
77309411362,2024-04-02T14:33:52.688+03:00,976.46,Transfer
77309411363,2024-03-25T09:54:25.121+03:00,787.69,Transfer
77309411364,2024-01-21T04:27:28.303+03:00,868.93,Transfer
77309411365,2024-01-02T09:58:45.960+03:00,111.18,Deposit
77309411366,2024-03-08T07:55:41.610+03:00,828.73,Withdrawal
77309411367,2024-01-12T20:55:48.939+03:00,556.44,Withdrawal
77309411368,2024-02-07T08:56:34.115+03:00,486.86,Withdrawal
77309411369,2024-01-07T09:05:39.050+03:00,956.69,Transfer
77309411370,2024-04-08T03:31:52.406+03:00,203.27,Deposit
77309411371,2024-04-11T09:55:11.500+03:00,408.91,Deposit
77309411372,2024-01-05T05:15:51.283+03:00,959.1,Deposit
77309411373,2024-04-16T11:51:55.799+03:00,790.0,Withdrawal
77309411374,2024-01-05T05:52:35.978+03:00,510.66,Withdrawal
77309411375,2024-04-08T06:40:06.143+03:00,218.87,Deposit
77309411376,2024-02-28T06:53:16.234+03:00,343.5,Withdrawal
77309411377,2024-03-19T03:12:24.422+03:00,212.9,Deposit
77309411378,2024-02-11T12:12:53.127+03:00,785.3,Transfer
77309411379,2024-01-04T16:44:54.931+03:00,837.99,Transfer
77309411380,2024-02-04T02:20:04.689+03:00,758.98,Transfer
77309411381,2024-03-04T14:55:04.430+03:00,57.6,Deposit
77309411382,2024-03-02T19:01:55.317+03:00,265.15,Transfer
