Transaction_ID,Transaction_Date,Amount,Transaction_Type
85899345920,2024-03-15T23:22:33.016+03:00,316.83,Withdrawal
85899345921,2024-04-12T04:35:43.582+03:00,877.41,Transfer
85899345922,2024-03-04T06:36:19.265+03:00,165.64,Transfer
85899345923,2024-03-19T04:37:27.833+03:00,938.77,Transfer
85899345924,2024-04-13T11:59:40.224+03:00,574.88,Withdrawal
85899345925,2024-04-27T22:56:16.771+03:00,446.34,Withdrawal
85899345926,2024-01-13T12:04:38.879+03:00,944.22,Deposit
85899345927,2024-04-07T15:04:47.788+03:00,592.0,Withdrawal
85899345928,2024-04-06T18:18:51.230+03:00,333.43,Transfer
85899345929,2024-03-06T00:40:41.294+03:00,229.45,Withdrawal
85899345930,2024-01-19T22:30:04.424+03:00,184.48,Deposit
85899345931,2024-01-26T03:59:30.368+03:00,525.59,Deposit
85899345932,2024-02-21T12:11:06.232+03:00,302.11,Withdrawal
85899345933,2024-02-08T08:34:10.285+03:00,92.03,Transfer
85899345934,2024-04-01T02:27:40.648+03:00,506.87,Withdrawal
85899345935,2024-02-01T14:46:39.010+03:00,278.02,Transfer
85899345936,2024-03-13T10:28:04.475+03:00,233.09,Withdrawal
85899345937,2024-02-09T14:12:10.351+03:00,182.6,Transfer
85899345938,2024-01-26T22:19:48.401+03:00,76.02,Withdrawal
85899345939,2024-02-16T03:45:53.773+03:00,110.84,Withdrawal
85899345940,2024-02-24T09:53:23.236+03:00,665.3,Withdrawal
85899345941,2024-01-16T21:04:35.067+03:00,667.64,Transfer
85899345942,2024-03-11T14:53:12.258+03:00,870.41,Deposit
85899345943,2024-02-04T10:23:10.132+03:00,299.09,Withdrawal
85899345944,2024-03-08T12:44:36.113+03:00,240.49,Deposit
85899345945,2024-01-31T19:57:47.381+03:00,338.38,Withdrawal
85899345946,2024-04-08T10:50:39.875+03:00,897.53,Withdrawal
85899345947,2024-02-09T16:35:13.304+03:00,45.93,Deposit
